@relation krkopt_clustered-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P30.0

@attribute Instance_number numeric
@attribute whitekingfile {a,b,c,d}
@attribute whitekingrank numeric
@attribute whiterookfile {b,c,d,e,f,g,h,a}
@attribute whiterookrank numeric
@attribute blackkingfile {c,d,e,f,g,h,a,b}
@attribute blackkingrank numeric
@attribute optimalwindepth {draw,zero,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,fourteen,fifteen,sixteen}
@attribute Cluster {cluster0,cluster1}

@data
26992,c,1,c,8,e,4,fifteen,cluster1
27403,d,1,c,1,e,5,fifteen,cluster1
6626,a,1,g,8,h,1,nine,cluster1
17493,b,1,h,2,h,8,thirteen,cluster1
23943,c,2,f,7,f,4,fourteen,cluster0
15817,d,2,e,8,b,4,twelve,cluster0
23896,c,2,f,1,d,4,fourteen,cluster0
1677,d,1,b,4,b,5,draw,cluster1
11123,c,2,c,1,e,1,eleven,cluster0
7074,c,2,d,1,c,8,nine,cluster0
27150,c,1,f,6,e,3,fifteen,cluster1
16380,d,3,f,1,c,6,twelve,cluster0
14574,c,2,e,8,f,3,twelve,cluster0
10370,a,1,d,8,g,1,eleven,cluster1
416,b,1,e,7,f,8,draw,cluster1
17665,b,2,c,7,h,4,thirteen,cluster0
15736,d,2,e,2,c,6,twelve,cluster0
10252,d,4,g,6,e,2,ten,cluster0
4196,d,2,d,5,g,1,six,cluster0
26540,b,1,g,6,g,3,fifteen,cluster1
26630,b,1,h,3,g,6,fifteen,cluster1
7897,d,4,a,1,c,1,nine,cluster0
17467,b,1,g,8,a,6,thirteen,cluster1
23981,c,2,g,3,d,4,fourteen,cluster0
11301,c,2,f,6,a,8,eleven,cluster0
17323,b,1,e,7,h,6,thirteen,cluster1
15698,d,2,d,6,g,7,twelve,cluster0
22280,b,2,b,6,g,5,fourteen,cluster0
14376,c,2,d,4,f,4,twelve,cluster0
8714,c,1,b,2,g,2,ten,cluster1
7756,d,3,e,4,a,4,nine,cluster0
27991,b,1,d,6,g,5,sixteen,cluster1
1197,c,2,c,5,c,6,draw,cluster0
15998,d,3,a,1,f,4,twelve,cluster0
9509,d,2,d,3,a,6,ten,cluster0
13375,b,1,d,7,b,4,twelve,cluster1
7089,c,2,d,4,a,8,nine,cluster0
9474,d,2,c,5,a,5,ten,cluster0
10253,d,4,g,6,f,2,ten,cluster0
11222,c,2,e,4,f,8,eleven,cluster0
14461,c,2,e,2,f,5,twelve,cluster0
24021,c,2,g,7,f,3,fourteen,cluster0
22433,b,2,e,3,g,4,fourteen,cluster0
19885,d,1,h,1,a,6,thirteen,cluster1
15030,c,3,e,7,g,6,twelve,cluster0
16202,d,3,b,8,e,6,twelve,cluster0
20526,d,2,f,4,d,7,thirteen,cluster0
10505,b,1,c,6,a,4,eleven,cluster1
18087,c,1,e,1,e,8,thirteen,cluster1
1730,d,1,c,5,d,5,draw,cluster1
25840,a,1,e,7,e,1,fifteen,cluster1
9273,c,3,h,6,h,1,ten,cluster0
3565,d,1,h,8,b,1,five,cluster1
2429,d,3,c,8,b,7,draw,cluster0
2404,d,3,c,1,b,1,draw,cluster0
14384,c,2,d,4,g,7,twelve,cluster0
24389,d,1,b,3,e,8,fourteen,cluster1
6379,d,4,e,4,c,1,eight,cluster0
13152,d,4,h,8,g,4,eleven,cluster0
26864,c,1,b,2,f,4,fifteen,cluster1
9996,d,3,g,5,b,8,ten,cluster0
11956,d,2,a,8,a,5,eleven,cluster0
14730,c,2,h,5,a,6,twelve,cluster0
13217,a,1,e,4,g,1,twelve,cluster1
22094,b,1,h,4,b,5,fourteen,cluster1
9159,c,3,c,5,g,2,ten,cluster0
28048,b,1,g,6,e,6,sixteen,cluster1
19600,d,1,d,3,d,8,thirteen,cluster1
24809,d,1,f,3,b,5,fourteen,cluster1
5629,c,3,d,8,e,1,eight,cluster0
26608,b,1,h,2,g,4,fifteen,cluster1
26536,b,1,g,6,e,3,fifteen,cluster1
8505,b,1,e,6,h,1,ten,cluster1
1481,c,3,e,3,e,4,draw,cluster0
10067,d,4,a,2,f,2,ten,cluster0
8787,c,1,f,5,a,3,ten,cluster1
15218,d,1,c,5,g,4,twelve,cluster1
9529,d,2,d,6,a,8,ten,cluster0
5276,c,1,a,4,g,2,eight,cluster1
13890,c,1,d,1,b,6,twelve,cluster1
18876,c,2,e,8,e,6,thirteen,cluster0
7155,c,2,f,4,h,2,nine,cluster0
15120,d,1,a,1,a,7,twelve,cluster1
26407,b,1,f,4,f,7,fifteen,cluster1
9815,d,3,e,1,d,7,ten,cluster0
14915,c,3,c,4,h,5,twelve,cluster0
9274,c,3,h,7,e,2,ten,cluster0
23105,c,1,d,5,g,4,fourteen,cluster1
9255,c,3,f,8,h,2,ten,cluster0
7928,d,4,a,4,f,1,nine,cluster0
19687,d,1,e,1,f,3,thirteen,cluster1
21313,b,1,a,1,g,7,fourteen,cluster1
16989,b,1,a,2,h,8,thirteen,cluster1
18494,c,2,a,7,f,4,thirteen,cluster0
26822,b,2,h,6,f,6,fifteen,cluster0
7157,c,2,f,5,g,1,nine,cluster0
23608,c,1,h,6,c,3,fourteen,cluster1
10794,b,2,g,4,e,1,eleven,cluster0
9958,d,3,f,7,a,4,ten,cluster0
20019,d,2,a,4,c,6,thirteen,cluster0
2096,d,2,c,7,c,6,draw,cluster0
6108,d,3,d,5,f,2,eight,cluster0
7872,d,3,h,4,a,5,nine,cluster0
27240,c,1,g,6,c,6,fifteen,cluster1
21773,b,1,e,4,d,6,fourteen,cluster1
26716,b,2,c,3,f,6,fifteen,cluster0
7041,c,2,c,5,a,4,nine,cluster0
26015,b,1,a,7,c,4,fifteen,cluster1
22693,c,1,a,3,f,5,fourteen,cluster1
7880,d,3,h,5,f,2,nine,cluster0
16912,a,1,f,6,h,2,thirteen,cluster1
23271,c,1,f,2,f,8,fourteen,cluster1
23747,c,2,b,7,d,6,fourteen,cluster0
27939,a,1,h,8,e,5,sixteen,cluster1
16910,a,1,f,6,g,4,thirteen,cluster1
16939,a,1,g,4,d,3,thirteen,cluster1
4368,d,3,f,1,b,2,six,cluster0
1524,c,3,f,5,e,4,draw,cluster0
12834,d,3,h,4,c,8,eleven,cluster0
11034,c,1,g,4,b,3,eleven,cluster1
12430,d,3,b,4,e,8,eleven,cluster0
11619,c,3,h,1,h,8,eleven,cluster0
5020,d,3,g,8,h,3,seven,cluster0
1119,c,1,h,7,h,6,draw,cluster1
2729,d,4,g,3,g,4,draw,cluster0
12522,d,3,c,6,f,7,eleven,cluster0
2529,d,3,f,7,e,7,draw,cluster0
18295,c,1,g,8,b,4,thirteen,cluster1
12759,d,3,g,4,c,8,eleven,cluster0
25791,a,1,e,3,h,5,fifteen,cluster1
7190,c,2,h,1,e,1,nine,cluster0
15467,d,1,h,3,h,8,twelve,cluster1
23572,c,1,h,4,b,5,fourteen,cluster1
6980,c,1,g,5,h,2,nine,cluster1
11408,c,3,a,5,f,4,eleven,cluster0
25146,d,1,h,4,e,4,fourteen,cluster1
17568,b,2,a,5,d,3,thirteen,cluster0
22314,b,2,c,2,g,6,fourteen,cluster0
6771,b,2,a,4,h,3,nine,cluster0
404,b,1,e,6,e,5,draw,cluster1
15434,d,1,g,6,g,1,twelve,cluster1
828,c,1,c,2,a,1,draw,cluster1
23758,c,2,b,8,c,6,fourteen,cluster0
2284,d,2,h,1,g,2,draw,cluster0
21446,b,1,a,8,d,6,fourteen,cluster1
24590,d,1,c,8,e,3,fourteen,cluster1
15842,d,2,f,5,c,4,twelve,cluster0
25561,a,1,a,8,e,4,fifteen,cluster1
23571,c,1,h,4,b,4,fourteen,cluster1
3891,d,4,g,5,h,8,five,cluster0
9944,d,3,f,3,g,6,ten,cluster0
20097,d,2,b,1,c,6,thirteen,cluster0
24429,d,1,b,5,d,4,fourteen,cluster1
16590,d,3,h,1,e,5,twelve,cluster0
26019,b,1,a,7,d,4,fifteen,cluster1
24283,d,1,a,7,e,6,fourteen,cluster1
4992,d,3,g,3,a,3,seven,cluster0
20368,d,2,d,3,e,5,thirteen,cluster0
3810,d,3,f,5,c,1,five,cluster0
3784,d,3,e,4,c,1,five,cluster0
24495,d,1,c,1,g,8,fourteen,cluster1
19539,d,1,b,5,f,7,thirteen,cluster1
1621,d,1,a,1,a,2,draw,cluster1
7292,c,3,e,1,g,1,nine,cluster0
18022,c,1,d,3,e,8,thirteen,cluster1
12225,d,2,f,8,a,4,eleven,cluster0
20403,d,2,d,8,f,7,thirteen,cluster0
5864,d,2,c,5,b,8,eight,cluster0
18346,c,1,h,5,e,6,thirteen,cluster1
11396,c,2,h,8,h,2,eleven,cluster0
23788,c,2,c,3,e,6,fourteen,cluster0
13751,b,2,f,8,h,5,twelve,cluster0
1652,d,1,a,7,b,7,draw,cluster1
22000,b,1,g,5,c,8,fourteen,cluster1
19056,c,2,g,7,e,2,thirteen,cluster0
1053,c,1,g,4,g,3,draw,cluster1
27278,c,1,g,8,e,5,fifteen,cluster1
17727,b,2,e,2,g,5,thirteen,cluster0
16516,d,3,g,3,b,6,twelve,cluster0
2269,d,2,g,6,h,7,draw,cluster0
12332,d,3,a,2,g,7,eleven,cluster0
103,a,1,f,5,e,4,draw,cluster1
22172,b,1,h,8,d,7,fourteen,cluster1
6207,d,3,g,7,f,1,eight,cluster0
19033,c,2,g,5,d,6,thirteen,cluster0
9898,d,3,e,7,h,5,ten,cluster0
14297,c,2,b,5,g,7,twelve,cluster0
2288,d,2,h,2,g,3,draw,cluster0
13906,c,1,d,2,h,6,twelve,cluster1
15757,d,2,e,3,c,7,twelve,cluster0
4188,d,2,d,3,g,2,six,cluster0
14390,c,2,d,5,d,8,twelve,cluster0
25796,a,1,e,4,g,6,fifteen,cluster1
25567,a,1,a,8,g,5,fifteen,cluster1
24418,d,1,b,4,h,4,fourteen,cluster1
25922,a,1,h,1,e,3,fifteen,cluster1
7422,d,1,g,4,h,6,nine,cluster1
11587,c,3,f,8,g,6,eleven,cluster0
11894,d,1,h,6,b,2,eleven,cluster1
21655,b,1,c,8,g,3,fourteen,cluster1
5504,c,2,c,7,e,1,eight,cluster0
11885,d,1,g,7,b,8,eleven,cluster1
15264,d,1,d,5,a,6,twelve,cluster1
17031,b,1,a,6,h,3,thirteen,cluster1
11286,c,2,f,3,h,8,eleven,cluster0
6224,d,3,h,6,a,5,eight,cluster0
22966,c,1,c,2,c,7,fourteen,cluster1
8713,c,1,b,1,g,2,ten,cluster1
3725,d,3,c,2,d,1,five,cluster0
22511,b,2,g,2,f,5,fourteen,cluster0
1416,c,2,g,7,h,7,draw,cluster0
8364,a,1,g,1,h,4,ten,cluster1
21247,a,1,h,5,c,2,fourteen,cluster1
24896,d,1,g,1,b,8,fourteen,cluster1
15637,d,2,c,6,f,7,twelve,cluster0
23663,c,1,h,8,f,4,fourteen,cluster1
10366,a,1,d,4,h,3,eleven,cluster1
3426,c,1,a,2,e,1,five,cluster1
2341,d,3,a,5,b,6,draw,cluster0
20091,d,2,b,1,b,3,thirteen,cluster0
6959,c,1,c,8,h,2,nine,cluster1
19168,c,2,h,5,g,7,thirteen,cluster0
13354,b,1,d,4,f,2,twelve,cluster1
6810,b,2,c,7,h,1,nine,cluster0
20566,d,2,g,1,c,7,thirteen,cluster0
22371,b,2,d,2,f,6,fourteen,cluster0
11041,c,1,g,7,b,8,eleven,cluster1
18854,c,2,e,7,b,5,thirteen,cluster0
11434,c,3,b,8,h,3,eleven,cluster0
14054,c,1,f,3,h,3,twelve,cluster1
14533,c,2,e,6,f,3,twelve,cluster0
6736,b,1,g,3,h,8,nine,cluster1
4157,d,2,c,1,g,1,six,cluster0
18156,c,1,e,5,b,3,thirteen,cluster1
8124,d,4,d,5,h,7,nine,cluster0
24537,d,1,c,3,f,7,fourteen,cluster1
18296,c,1,g,8,b,5,thirteen,cluster1
26970,c,1,c,7,e,4,fifteen,cluster1
620,b,2,e,4,f,5,draw,cluster0
10517,b,1,c,7,f,8,eleven,cluster1
15726,d,2,e,1,f,4,twelve,cluster0
1434,c,2,h,3,h,2,draw,cluster0
20363,d,2,d,1,g,4,thirteen,cluster0
1575,c,3,g,6,f,6,draw,cluster0
8316,d,4,h,8,h,2,nine,cluster0
7335,c,3,g,4,e,1,nine,cluster0
10829,c,1,b,7,e,8,eleven,cluster1
17197,b,1,d,8,h,4,thirteen,cluster1
3310,d,2,e,8,b,1,four,cluster0
22219,b,2,a,4,g,6,fourteen,cluster0
11791,d,1,e,7,a,8,eleven,cluster1
9179,c,3,c,8,f,1,ten,cluster0
4274,d,3,b,3,f,1,six,cluster0
26741,b,2,f,2,e,4,fifteen,cluster0
13817,c,1,a,3,h,7,twelve,cluster1
19543,d,1,b,5,g,7,thirteen,cluster1
20195,d,2,b,5,c,7,thirteen,cluster0
2565,d,3,g,4,g,3,draw,cluster0
24949,d,1,g,3,d,8,fourteen,cluster1
25193,d,1,h,7,b,3,fourteen,cluster1
14132,c,1,h,2,b,8,twelve,cluster1
9266,c,3,h,5,e,2,ten,cluster0
3644,d,2,f,7,a,2,five,cluster0
6361,d,4,d,6,d,2,eight,cluster0
8777,c,1,f,2,a,8,ten,cluster1
744,b,2,h,6,g,7,draw,cluster0
11519,c,3,e,4,h,7,eleven,cluster0
27206,c,1,g,1,f,4,fifteen,cluster1
8844,c,2,a,5,h,4,ten,cluster0
6352,d,4,d,3,e,2,eight,cluster0
722,b,2,h,2,g,1,draw,cluster0
1587,c,3,h,1,g,1,draw,cluster0
17408,b,1,f,6,h,5,thirteen,cluster1
13708,b,2,f,4,d,3,twelve,cluster0
1612,c,3,h,6,g,7,draw,cluster0
15301,d,1,d,8,c,3,twelve,cluster1
8104,d,4,d,2,h,4,nine,cluster0
24876,d,1,f,7,b,3,fourteen,cluster1
25544,a,1,a,6,h,5,fifteen,cluster1
14800,c,3,a,3,h,6,twelve,cluster0
15441,d,1,g,8,a,5,twelve,cluster1
2045,d,2,b,5,b,4,draw,cluster0
27919,a,1,h,6,f,5,sixteen,cluster1
102,a,1,f,4,g,5,draw,cluster1
27960,b,1,c,2,f,3,sixteen,cluster1
27208,c,1,g,1,f,6,fifteen,cluster1
3541,d,1,g,4,b,1,five,cluster1
15634,d,2,c,6,d,8,twelve,cluster0
18219,c,1,f,5,a,5,thirteen,cluster1
14294,c,2,b,5,f,8,twelve,cluster0
21817,b,1,e,6,g,4,fourteen,cluster1
18104,c,1,e,2,d,8,thirteen,cluster1
27590,d,1,f,8,e,6,fifteen,cluster1
3758,d,3,d,4,b,3,five,cluster0
1526,c,3,f,5,f,4,draw,cluster0
23963,c,2,g,1,d,4,fourteen,cluster0
5391,c,1,h,3,e,2,eight,cluster1
4025,d,1,c,3,f,1,six,cluster1
18073,c,1,d,8,h,7,thirteen,cluster1
6449,d,4,f,3,g,7,eight,cluster0
13717,b,2,f,5,d,1,twelve,cluster0
393,b,1,e,5,d,4,draw,cluster1
19618,d,1,d,4,f,7,thirteen,cluster1
16886,a,1,f,4,d,2,thirteen,cluster1
24561,d,1,c,5,c,7,fourteen,cluster1
811,c,1,b,6,b,7,draw,cluster1
26418,b,1,f,5,e,3,fifteen,cluster1
2223,d,2,f,8,g,7,draw,cluster0
3868,d,3,h,8,a,1,five,cluster0
185,a,1,h,5,g,5,draw,cluster1
21309,b,1,a,1,g,3,fourteen,cluster1
17445,b,1,g,3,b,6,thirteen,cluster1
15890,d,2,g,6,d,7,twelve,cluster0
6438,d,4,f,1,h,2,eight,cluster0
4714,d,1,b,1,a,8,seven,cluster1
23172,c,1,e,3,e,6,fourteen,cluster1
7475,d,2,c,7,g,8,nine,cluster0
9103,c,3,a,8,e,1,ten,cluster0
20974,a,1,a,7,c,2,fourteen,cluster1
17566,b,2,a,4,h,6,thirteen,cluster0
23712,c,2,b,2,e,3,fourteen,cluster0
6649,b,1,b,4,h,1,nine,cluster1
2403,d,3,b,8,c,8,draw,cluster0
13280,b,1,a,2,f,2,twelve,cluster1
20098,d,2,b,1,c,7,thirteen,cluster0
16201,d,3,b,8,e,5,twelve,cluster0
10560,b,1,d,7,h,8,eleven,cluster1
6591,d,4,h,7,b,1,eight,cluster0
19790,d,1,e,7,g,7,thirteen,cluster1
17943,c,1,b,6,b,8,thirteen,cluster1
1346,c,2,f,6,e,7,draw,cluster0
17383,b,1,f,5,g,7,thirteen,cluster1
1239,c,2,d,6,d,5,draw,cluster0
9653,d,2,f,8,h,3,ten,cluster0
2746,d,4,g,5,h,4,draw,cluster0
20239,d,2,b,8,g,6,thirteen,cluster0
13678,b,2,e,7,g,1,twelve,cluster0
26769,b,2,g,2,e,3,fifteen,cluster0
16957,a,1,h,6,f,1,thirteen,cluster1
17840,c,1,a,1,h,8,thirteen,cluster1
25974,b,1,a,2,e,3,fifteen,cluster1
10041,d,3,h,5,g,3,ten,cluster0
22479,b,2,f,2,f,6,fourteen,cluster0
1799,d,1,e,3,f,3,draw,cluster1
14623,c,2,f,6,c,7,twelve,cluster0
5778,d,1,g,6,a,2,eight,cluster1
23850,c,2,d,2,e,4,fourteen,cluster0
8203,d,4,e,7,e,2,nine,cluster0
4906,d,3,d,4,g,2,seven,cluster0
23206,c,1,e,6,f,3,fourteen,cluster1
9523,d,2,d,4,c,6,ten,cluster0
622,b,2,e,5,e,4,draw,cluster0
6419,d,4,e,7,g,1,eight,cluster0
22840,c,1,b,1,g,5,fourteen,cluster1
26753,b,2,f,6,d,4,fifteen,cluster0
7594,d,3,b,3,h,3,nine,cluster0
3026,c,3,d,5,b,1,two,cluster0
22917,c,1,b,5,c,8,fourteen,cluster1
4390,d,3,g,1,a,1,six,cluster0
20159,d,2,b,3,e,7,thirteen,cluster0
24543,d,1,c,4,c,8,fourteen,cluster1
18544,c,2,b,1,f,7,thirteen,cluster0
1667,d,1,b,3,a,3,draw,cluster1
4874,d,3,b,4,g,3,seven,cluster0
15405,d,1,f,6,g,4,twelve,cluster1
13841,c,1,a,7,h,3,twelve,cluster1
25156,d,1,h,4,g,6,fourteen,cluster1
21237,a,1,h,2,c,2,fourteen,cluster1
16793,a,1,b,8,g,2,thirteen,cluster1
4625,c,2,b,8,a,2,seven,cluster0
24012,c,2,g,7,d,4,fourteen,cluster0
2061,d,2,b,7,b,6,draw,cluster0
13674,b,2,e,6,h,7,twelve,cluster0
4349,d,3,e,4,h,1,six,cluster0
5196,b,1,a,3,h,1,eight,cluster1
8696,b,2,h,8,e,1,ten,cluster0
299,b,1,c,7,b,7,draw,cluster1
11431,c,3,b,5,h,7,eleven,cluster0
8839,c,2,a,5,f,2,ten,cluster0
1898,d,1,g,2,f,3,draw,cluster1
16012,d,3,a,2,d,6,twelve,cluster0
12201,d,2,f,1,a,6,eleven,cluster0
17645,b,2,c,3,h,6,thirteen,cluster0
12970,d,4,b,7,g,4,eleven,cluster0
24490,d,1,c,1,g,3,fourteen,cluster1
14282,c,2,b,4,h,5,twelve,cluster0
24837,d,1,f,4,c,4,fourteen,cluster1
14683,c,2,g,7,a,5,twelve,cluster0
22838,c,1,b,1,g,3,fourteen,cluster1
24411,d,1,b,4,f,6,fourteen,cluster1
27767,a,1,d,3,f,4,sixteen,cluster1
20065,d,2,a,7,e,4,thirteen,cluster0
10883,c,1,d,2,c,5,eleven,cluster1
16736,d,4,g,7,f,5,twelve,cluster0
26123,b,1,b,8,c,5,fifteen,cluster1
27810,a,1,f,6,e,4,sixteen,cluster1
7235,c,3,a,7,h,2,nine,cluster0
4876,d,3,b,6,a,8,seven,cluster0
22095,b,1,h,4,b,6,fourteen,cluster1
22434,b,2,e,3,g,5,fourteen,cluster0
18575,c,2,b,3,c,7,thirteen,cluster0
15752,d,2,e,3,b,3,twelve,cluster0
2143,d,2,e,4,f,3,draw,cluster0
5227,b,1,d,3,f,1,eight,cluster1
26068,b,1,b,3,f,6,fifteen,cluster1
12433,d,3,b,4,g,5,eleven,cluster0
4568,c,1,c,3,h,2,seven,cluster1
2480,d,3,e,7,d,7,draw,cluster0
497,b,1,g,3,g,4,draw,cluster1
25853,a,1,e,8,c,2,fifteen,cluster1
16427,d,3,f,3,e,8,twelve,cluster0
14561,c,2,e,7,h,6,twelve,cluster0
7533,d,2,g,7,b,8,nine,cluster0
18883,c,2,f,1,d,7,thirteen,cluster0
24116,d,1,a,1,b,6,fourteen,cluster1
8669,b,2,g,5,d,1,ten,cluster0
12540,d,3,d,1,h,4,eleven,cluster0
3811,d,3,f,6,a,1,five,cluster0
14716,c,2,h,2,h,7,twelve,cluster0
4382,d,3,f,5,b,2,six,cluster0
4872,d,3,b,4,g,1,seven,cluster0
18871,c,2,e,8,d,5,thirteen,cluster0
6806,b,2,c,5,h,1,nine,cluster0
15759,d,2,e,3,d,6,twelve,cluster0
27441,d,1,c,7,c,3,fifteen,cluster1
11315,c,2,f,8,h,4,eleven,cluster0
1070,c,1,g,6,g,7,draw,cluster1
11903,d,2,a,1,a,7,eleven,cluster0
19835,d,1,g,1,a,5,thirteen,cluster1
8953,c,2,d,7,b,8,ten,cluster0
23092,c,1,d,5,d,8,fourteen,cluster1
13199,a,1,c,6,h,2,twelve,cluster1
25654,a,1,c,1,f,6,fifteen,cluster1
20599,d,2,g,2,e,6,thirteen,cluster0
26030,b,1,b,2,b,3,fifteen,cluster1
5889,d,2,d,7,g,2,eight,cluster0
9870,d,3,e,4,f,7,ten,cluster0
21588,b,1,c,2,f,2,fourteen,cluster1
222,b,1,a,7,b,8,draw,cluster1
18067,c,1,d,7,b,5,thirteen,cluster1
22681,c,1,a,3,d,5,fourteen,cluster1
3886,d,4,g,2,h,8,five,cluster0
17912,c,1,b,1,e,2,thirteen,cluster1
10747,b,2,e,5,f,2,eleven,cluster0
26051,b,1,b,3,b,5,fifteen,cluster1
20574,d,2,g,1,e,8,thirteen,cluster0
6948,c,1,c,6,e,1,nine,cluster1
25228,d,1,h,8,c,6,fourteen,cluster1
3340,d,2,g,5,a,1,four,cluster0
11887,d,1,g,7,e,8,eleven,cluster1
23069,c,1,d,2,g,3,fourteen,cluster1
19418,c,3,h,2,f,6,thirteen,cluster0
21609,b,1,c,4,f,4,fourteen,cluster1
21948,b,1,g,1,g,8,fourteen,cluster1
17359,b,1,f,2,h,4,thirteen,cluster1
12140,d,2,e,3,f,7,eleven,cluster0
4782,d,2,b,8,a,6,seven,cluster0
200,b,1,a,3,a,4,draw,cluster1
24386,d,1,b,3,e,5,fourteen,cluster1
27442,d,1,c,7,c,4,fifteen,cluster1
17718,b,2,e,1,g,6,thirteen,cluster0
21763,b,1,e,3,c,6,fourteen,cluster1
21475,b,1,b,2,e,7,fourteen,cluster1
275,b,1,c,4,b,4,draw,cluster1
13684,b,2,e,8,g,1,twelve,cluster0
8520,b,1,g,1,a,8,ten,cluster1
19190,c,2,h,7,f,6,thirteen,cluster0
14642,c,2,f,7,h,7,twelve,cluster0
4319,d,3,d,4,h,1,six,cluster0
25450,d,2,f,8,d,8,fourteen,cluster0
19234,c,3,a,6,h,4,thirteen,cluster0
13157,a,1,a,4,c,1,twelve,cluster1
14618,c,2,f,5,h,5,twelve,cluster0
3375,d,3,b,6,a,2,four,cluster0
4599,c,2,a,3,h,1,seven,cluster0
18661,c,2,c,1,d,7,thirteen,cluster0
17837,c,1,a,1,f,8,thirteen,cluster1
14056,c,1,f,3,h,5,twelve,cluster1
20937,d,3,g,7,e,6,thirteen,cluster0
3167,c,3,e,2,c,1,three,cluster0
20528,d,2,f,4,e,6,thirteen,cluster0
22538,b,2,g,8,f,3,fourteen,cluster0
1408,c,2,g,6,h,6,draw,cluster0
11312,c,2,f,8,g,6,eleven,cluster0
1169,c,2,b,6,a,7,draw,cluster0
14733,c,2,h,5,b,7,twelve,cluster0
15468,d,1,h,4,a,7,twelve,cluster1
24024,c,2,g,7,g,5,fourteen,cluster0
9513,d,2,d,3,c,6,ten,cluster0
19007,c,2,g,3,g,8,thirteen,cluster0
23947,c,2,f,8,c,7,fourteen,cluster0
4161,d,2,c,2,h,1,six,cluster0
13516,b,1,g,7,e,1,twelve,cluster1
28020,b,1,f,3,f,6,sixteen,cluster1
12810,d,3,h,2,c,8,eleven,cluster0
14291,c,2,b,5,f,5,twelve,cluster0
5005,d,3,g,5,a,4,seven,cluster0
19501,d,1,a,5,g,8,thirteen,cluster1
5959,d,3,a,5,h,3,eight,cluster0
2628,d,3,h,7,g,7,draw,cluster0
19129,c,2,h,3,g,7,thirteen,cluster0
27925,a,1,h,7,e,3,sixteen,cluster1
24501,d,1,c,2,c,3,fourteen,cluster1
3607,d,2,d,7,b,2,five,cluster0
16988,b,1,a,2,h,7,thirteen,cluster1
1772,d,1,d,5,e,5,draw,cluster1
7243,c,3,b,3,h,2,nine,cluster0
3714,d,3,b,3,a,6,five,cluster0
27843,a,1,g,3,d,3,sixteen,cluster1
18682,c,2,c,3,f,8,thirteen,cluster0
8030,d,4,c,1,g,1,nine,cluster0
27600,d,1,g,1,e,4,fifteen,cluster1
26687,b,1,h,8,f,5,fifteen,cluster1
14889,c,3,b,8,f,3,twelve,cluster0
11695,d,1,c,5,a,6,eleven,cluster1
10608,b,1,f,6,h,1,eleven,cluster1
17507,b,1,h,5,c,6,thirteen,cluster1
12233,d,2,g,2,a,6,eleven,cluster0
16217,d,3,c,1,d,6,twelve,cluster0
27521,d,1,f,1,e,4,fifteen,cluster1
18407,c,2,a,2,b,8,thirteen,cluster0
12861,d,3,h,5,g,7,eleven,cluster0
9260,c,3,g,4,e,3,ten,cluster0
7436,d,2,a,4,a,7,nine,cluster0
23812,c,2,c,7,e,7,fourteen,cluster0
4873,d,3,b,4,g,2,seven,cluster0
11254,c,2,f,1,g,6,eleven,cluster0
26229,b,1,c,8,c,3,fifteen,cluster1
27989,b,1,d,6,f,6,sixteen,cluster1
1379,c,2,g,3,f,3,draw,cluster0
10127,d,4,c,1,f,3,ten,cluster0
17366,b,1,f,3,g,6,thirteen,cluster1
26253,b,1,d,1,d,6,fifteen,cluster1
19823,d,1,f,6,b,8,thirteen,cluster1
14826,c,3,a,8,e,3,twelve,cluster0
23722,c,2,b,3,d,5,fourteen,cluster0
9913,d,3,f,1,a,4,ten,cluster0
24678,d,1,d,8,g,3,fourteen,cluster1
11768,d,1,e,3,a,7,eleven,cluster1
8968,c,2,e,5,a,8,ten,cluster0
1576,c,3,g,6,g,5,draw,cluster0
14674,c,2,g,5,g,3,twelve,cluster0
15232,d,1,d,2,b,4,twelve,cluster1
13621,b,2,c,2,h,8,twelve,cluster0
7083,c,2,d,3,a,3,nine,cluster0
25277,d,2,a,7,d,5,fourteen,cluster0
5122,d,4,f,5,h,1,seven,cluster0
24637,d,1,d,5,f,7,fourteen,cluster1
14061,c,1,f,4,g,6,twelve,cluster1
6058,d,3,c,5,h,2,eight,cluster0
9594,d,2,f,2,h,2,ten,cluster0
17788,b,2,f,8,e,1,thirteen,cluster0
8967,c,2,e,3,a,6,ten,cluster0
13868,c,1,b,8,f,2,twelve,cluster1
10516,b,1,c,7,e,8,eleven,cluster1
11248,c,2,f,1,a,6,eleven,cluster0
13071,d,4,e,5,g,4,eleven,cluster0
18521,c,2,a,8,e,7,thirteen,cluster0
3789,d,3,e,6,b,1,five,cluster0
4808,d,2,f,6,h,1,seven,cluster0
12439,d,3,b,4,h,6,eleven,cluster0
17894,c,1,a,6,c,8,thirteen,cluster1
4572,c,1,d,3,g,1,seven,cluster1
6456,d,4,f,4,f,1,eight,cluster0
4269,d,3,b,2,a,5,six,cluster0
10821,c,1,a,7,e,8,eleven,cluster1
26683,b,1,h,8,e,4,fifteen,cluster1
9067,c,3,a,1,d,1,ten,cluster0
9584,d,2,f,1,h,5,ten,cluster0
15403,d,1,f,5,h,5,twelve,cluster1
15643,d,2,c,7,h,5,twelve,cluster0
12558,d,3,d,4,d,6,eleven,cluster0
