@relation 'krkopt_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1_clustered-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P30.0'

@attribute Instance_number numeric
@attribute -0.672whitekingfile=d-0.486whitekingrank+0.346whitekingfile=b+0.305whitekingfile=c+0.225whitekingfile=a... numeric
@attribute '-0.733whitekingfile=c+0.488whitekingfile=b+0.26 whitekingfile=a-0.188whitekingrank+0.187blackkingfile=d...' numeric
@attribute -0.491blackkingrank+0.383whitekingfile=a-0.318blackkingfile=b+0.287blackkingfile=g+0.275blackkingfile=f... numeric
@attribute 0.788blackkingfile=h-0.37blackkingfile=g-0.336blackkingfile=f-0.249whiterookfile=h+0.128whiterookfile=g... numeric
@attribute 0.658blackkingfile=g-0.644blackkingfile=f-0.264whiterookfile=g+0.259whiterookfile=f+0.071blackkingrank... numeric
@attribute 0.405whiterookfile=e+0.396blackkingfile=c-0.341blackkingfile=e-0.322whiterookfile=a-0.31whiterookfile=c... numeric
@attribute 0.593whiterookfile=e-0.378blackkingfile=e+0.271whiterookfile=a-0.269whiterookfile=h-0.266whiterookfile=g... numeric
@attribute -0.683whiterookfile=a+0.476whiterookfile=c+0.377blackkingfile=a-0.259blackkingfile=c-0.17whiterookfile=h... numeric
@attribute '-0.717whiterookfile=b+0.341whiterookfile=f+0.334whiterookfile=g+0.277whiterookfile=h+0.24 whiterookfile=e...' numeric
@attribute -0.574whiterookfile=d-0.539whiterookfile=h+0.368whiterookfile=f+0.248whiterookfile=g+0.199whiterookfile=a... numeric
@attribute -0.563whiterookfile=d+0.511whiterookfile=h-0.463whiterookfile=g+0.243whiterookfile=c+0.179blackkingfile=h... numeric
@attribute -0.649whiterookfile=f+0.543whiterookfile=g-0.275whiterookfile=d-0.265blackkingfile=f+0.229whiterookfile=c... numeric
@attribute -0.612whiterookfile=c-0.421blackkingfile=c+0.328whiterookfile=b-0.302whitekingfile=a+0.288whitekingfile=b... numeric
@attribute -0.709blackkingfile=e-0.493whiterookfile=e+0.212blackkingfile=f+0.168blackkingfile=a+0.167whiterookfile=f... numeric
@attribute '0.626blackkingfile=a-0.532blackkingfile=b+0.332whiterookfile=a-0.268whiterookfile=b+0.17 whitekingfile=a...' numeric
@attribute -0.808blackkingfile=d+0.294blackkingfile=c+0.265whitekingfile=b-0.258whiterookfile=d-0.154whitekingfile=a... numeric
@attribute 0.593blackkingfile=b+0.401whitekingfile=a+0.322blackkingfile=a-0.319blackkingfile=c-0.288whitekingrank... numeric
@attribute '0.969whiterookrank-0.141blackkingrank+0.12 blackkingfile=c-0.076whiterookfile=d-0.061whitekingfile=a...' numeric
@attribute '0.74 blackkingrank-0.395blackkingfile=c+0.225blackkingfile=f-0.209blackkingfile=b+0.194whiterookrank...' numeric
@attribute optimalwindepth {draw,zero,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,fourteen,fifteen,sixteen}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4}

@data
26540,1.485395,1.605548,0.262313,-0.84259,0.857967,-0.429414,-0.102405,0.109868,0.993795,0.886843,-1.894041,2.187398,1.107642,0.896966,-0.535066,1.1035,-0.252955,0.823886,-0.212902,fifteen,cluster3
26630,1.468042,1.495606,-0.377266,-1.786215,1.766623,0.122458,-0.055718,-0.437342,0.875669,-1.481247,1.021744,0.952288,1.228735,0.870714,-0.659827,1.238291,-0.489903,-0.67804,0.48369,fifteen,cluster3
7897,-2.35986,-0.075075,0.20729,0.062224,0.071254,0.130595,0.291187,-3.018535,-0.708232,0.397934,-0.209031,-0.228547,-1.349426,-0.070184,1.471293,0.807596,-1.236664,-0.853451,-3.002494,nine,cluster2
17467,1.275749,0.823429,-2.022704,0.091374,-0.932072,-0.190352,-0.48162,1.315998,0.693903,0.664517,-1.352171,1.638112,1.620661,1.142304,1.640601,1.339374,0.808763,1.474082,0.25614,thirteen,cluster0
23981,0.971062,-0.932043,-0.56044,0.334845,-0.792257,0.542525,-0.707197,-0.116252,0.996122,1.443573,-0.747876,1.921481,0.401309,0.989101,-0.298983,-2.797053,-0.963828,-0.399636,-0.717407,fourteen,cluster4
11301,0.514018,-2.285428,-1.594818,0.311076,0.792562,-0.011319,-0.669354,1.389359,0.851936,1.107753,0.303238,-1.790066,0.491891,1.356605,1.46997,0.463783,0.723304,0.506786,0.907328,eleven,cluster0
17323,1.4605,1.528313,-0.409317,2.079607,0.054182,0.604925,2.453517,0.636628,0.592483,-0.232399,0.636502,0.131,0.973728,-0.971895,-0.270197,1.025055,-0.412193,1.203747,0.657147,thirteen,cluster3
15698,-1.18002,0.24006,0.239018,-0.895629,1.838486,-0.399811,0.618771,0.194152,-0.453744,-1.758052,-2.312915,-0.25781,0.177204,0.416046,0.020902,-0.490264,-0.429148,0.155089,1.572734,twelve,cluster3
22280,0.907421,1.177282,0.326493,-1.067213,1.739294,0.217948,0.091823,0.356822,-2.180615,0.639148,-0.349245,0.550278,1.860965,0.328161,-1.360962,1.233725,-0.460494,0.522718,0.174246,fourteen,cluster2
14376,0.837425,-1.599703,1.08336,-0.927001,-1.784803,-0.354289,0.944042,0.249382,-0.223133,-1.431741,-1.588156,-1.493259,-0.01486,0.771924,-0.341054,-0.689659,-0.477485,-0.512518,0.247444,twelve,cluster3
8714,1.212032,-1.343917,1.327701,-1.053786,1.752831,0.854243,-0.24761,0.239762,-1.974107,0.865574,-0.208403,0.603814,1.05101,0.261439,-1.135123,0.343565,0.316782,-1.057622,-0.640207,ten,cluster2
7756,-2.0347,-0.404695,-0.59251,-0.141951,-0.048778,1.246431,1.574698,1.698513,0.65273,0.43183,0.325941,0.042943,0.959751,-1.116469,2.319641,0.367311,0.645186,-0.080692,-0.41331,nine,cluster0
27991,1.593084,1.422991,0.004996,-1.11646,1.707281,-0.993943,1.113776,0.437468,-0.407056,-1.679445,-2.257516,-0.26472,0.942081,0.633929,-0.247485,0.243577,-0.520883,0.358489,0.423939,sixteen,cluster3
1197,0.657827,-1.488018,-1.05733,0.245283,0.184939,0.497258,-0.131457,0.490588,-0.923541,-0.380164,0.231088,0.475657,-3.542536,0.629721,-0.124824,0.974692,-1.619486,0.449227,-1.131734,draw,cluster1
15998,-1.851195,0.196667,0.934312,-0.954282,-1.803298,-0.776059,1.121895,-2.202205,-0.401847,0.919653,0.349621,-0.637056,-0.229829,0.592153,0.75636,0.250684,-0.12899,-1.62473,0.210832,twelve,cluster2
9509,-1.383458,-0.400904,-1.197004,-0.113594,-0.047531,-0.232572,0.18531,1.430108,-0.482637,-1.746207,-1.681486,-0.833105,0.881685,0.482498,2.365613,-0.308609,0.737821,-1.067276,0.300525,ten,cluster0
13375,1.158893,1.267681,-1.62504,-0.282922,-0.146265,-1.603615,1.024912,0.263162,-0.171419,-2.031871,-1.920573,-0.919585,0.505041,-0.311201,-1.735181,-0.321844,1.700481,0.940527,-0.962515,twelve,cluster0
7089,0.62716,-2.394924,-1.41489,0.004764,0.024279,-0.249921,0.514694,1.412893,-0.454387,-1.713937,-1.515342,-0.688534,0.750146,0.878733,1.874253,-0.428414,0.525492,-0.709455,0.686653,nine,cluster0
9474,-1.551639,0.000393,-1.036259,-0.256338,-0.149388,-0.754221,-0.12476,2.657653,-0.739654,0.005228,0.780122,0.703396,-1.154206,0.77433,2.092225,0.541324,0.760219,-0.051393,0.055623,ten,cluster2
10253,-2.331389,0.101867,1.655457,-0.676836,-2.662573,-0.03075,-0.505083,-0.09718,1.101814,1.023245,-1.355648,0.875173,0.419006,0.69051,-0.355021,0.198596,-0.658795,0.793727,-0.241521,ten,cluster3
11222,0.683432,-1.621365,0.113441,-0.656836,-1.589003,1.591255,2.398709,0.347779,0.775228,0.568157,0.33556,-0.593305,-0.308983,-0.59874,-0.612342,0.243768,-0.626844,-0.351351,1.612659,eleven,cluster3
14461,0.691724,-1.513727,0.75872,-0.787747,-1.671754,1.492486,2.354085,0.398975,0.911996,0.703028,0.38351,-0.614685,-0.172015,-0.720421,-0.477422,0.178309,-0.504778,-1.012697,0.455447,twelve,cluster3
24021,0.73182,-1.450664,1.136961,-0.632112,-2.620891,0.183293,-0.262516,-0.056845,1.043486,1.035247,-1.26629,0.963488,0.096205,1.092167,-0.662759,0.159025,-0.192742,1.164094,0.194642,fourteen,cluster3
22433,0.929383,1.378597,0.371643,-1.055943,1.762332,0.637722,2.528541,0.611932,0.860007,0.562323,-0.214821,0.62345,0.99217,-0.957771,-0.36013,1.007434,-0.769215,-0.41601,-0.300762,fourteen,cluster3
19885,-0.978052,-0.088256,-1.615524,-0.85491,-0.025249,0.948853,-1.038029,0.61457,0.728941,-1.566719,1.552729,0.350785,1.090486,0.711226,2.073769,0.696422,1.161196,-1.641604,0.30574,thirteen,cluster0
15030,0.181427,-1.722209,0.839094,-0.846034,1.883517,1.037472,2.323418,0.456917,0.768124,0.504976,-0.119699,0.756039,0.170648,-0.829625,-0.473006,0.048754,-0.701638,1.137506,0.830961,twelve,cluster3
16202,-1.422792,-0.251539,0.048777,-0.14316,-0.108994,-0.311494,-1.921522,0.120015,-2.310578,0.49548,0.110802,-0.080278,1.011478,-2.496126,-0.369618,0.177861,-0.718624,1.2055,1.207089,twelve,cluster1
20526,-1.057457,0.879253,-1.434829,0.399226,0.848586,0.384034,-0.955323,0.120886,0.812557,1.578414,0.515098,-1.753218,-0.020357,0.915114,-0.068545,-2.55118,-0.992969,-0.194494,0.74122,thirteen,cluster1
10505,1.219393,1.147783,-1.483749,-0.436763,-0.25506,-1.323983,0.384369,2.889393,-0.751218,0.031114,0.815877,0.703255,-0.436246,1.035151,1.780415,1.292262,0.63601,0.513993,-0.679106,eleven,cluster2
18087,1.643693,-1.680926,-0.885634,0.0615,0.049864,0.550673,0.801765,0.276998,0.82114,0.488247,0.372173,0.102244,-0.247437,-3.344463,0.204079,0.045368,-0.798752,-1.611184,1.401471,thirteen,cluster1
1730,-0.582049,1.411089,-1.130414,-0.12139,-0.058614,-0.311194,-0.135192,1.431236,-0.82193,0.48945,1.113082,0.851697,-1.875847,0.721016,0.182849,-2.583127,-0.775989,0.067347,0.221107,draw,cluster1
25840,1.924208,1.203832,2.117531,-0.049064,-0.042813,1.262363,-0.321473,0.299318,0.670072,0.300633,0.024252,-0.135201,-1.07491,-4.041381,1.469313,-0.642301,1.469071,1.093339,0.225216,fifteen,cluster4
9273,0.229716,-1.536491,1.76889,1.180354,-0.076308,-0.113977,-0.401543,-0.427098,0.995414,-1.902296,2.186506,0.57563,1.030277,0.585604,-0.408908,-0.02481,-0.295725,0.98589,-1.192442,ten,cluster3
3565,-1.181828,0.583206,-0.703193,-1.082984,-0.169667,-0.155177,-0.782058,-0.606031,0.980815,-1.853709,1.268605,0.228802,0.153249,-0.457975,-1.50432,-0.249482,2.575117,1.749776,-1.198944,five,cluster0
2429,-2.31699,0.20946,-1.412359,-0.083175,-0.048171,-1.546127,0.290058,1.160072,-0.42424,-0.369763,0.522019,0.664785,-2.261004,-0.193391,-1.908753,-0.184804,1.3651,1.228182,0.324994,draw,cluster2
2404,-2.306637,0.421699,-0.136429,-0.315915,-0.195214,-1.66669,0.207563,1.213046,-0.036736,-0.030152,0.650866,0.625236,-1.975705,-0.458153,-1.652863,-0.273216,1.535298,-1.368352,-2.244389,draw,cluster1
14384,0.832663,-1.683888,0.443192,-0.848389,1.865384,-0.440242,0.922156,0.183613,-0.271,-1.597051,-2.0965,-0.125709,0.143289,0.719271,-0.388261,-0.630095,-0.601174,-0.635677,1.045743,twelve,cluster3
24389,-0.393035,0.075225,-0.931242,-0.018029,-0.013299,0.198277,-1.947961,0.011055,-2.267995,0.503371,0.062943,-0.107659,0.709768,-2.418963,-0.353466,0.42273,-0.33482,-1.092904,1.81943,fourteen,cluster4
6379,-2.349697,-0.027433,0.305344,0.143188,0.143435,2.248832,1.238838,-0.393519,0.496549,0.074587,-0.340172,-0.32191,-1.097372,-1.7424,0.626974,0.788037,-1.69394,0.637016,-2.749525,eight,cluster1
13152,-2.326521,0.059019,1.273462,-1.790714,1.738761,0.106761,-0.557034,-0.515601,0.826922,-1.508886,1.031529,0.970899,0.851828,0.504059,-0.311444,0.197051,-0.667735,1.542219,0.361984,eleven,cluster3
26864,1.196049,-1.442503,0.876152,-0.881902,-1.738927,1.190341,-0.143851,0.165292,-2.027552,0.883734,0.256632,-0.724535,0.677209,0.493113,-1.328282,0.440325,0.154878,-1.247597,0.206893,fifteen,cluster2
9996,-2.266872,-0.083402,-1.75735,0.443331,-0.726103,-0.334233,-0.581052,-0.467642,1.231093,0.40952,-1.582455,1.597154,-0.142025,-0.157711,-2.023744,-0.098116,1.471748,0.127829,0.506228,ten,cluster0
11956,-1.51025,-0.279338,-1.134255,-0.252438,-0.131566,-0.860675,0.592447,-0.824487,-0.891662,0.537867,0.32882,0.112447,0.520852,0.6621,3.216212,0.374708,1.528487,1.31347,0.447263,eleven,cluster0
14730,0.522875,-2.208597,-1.122618,-0.854064,-0.036049,0.61376,-0.712927,0.68812,0.737167,-1.520609,1.745975,0.500671,1.151037,1.036642,1.624732,0.415833,0.826406,0.140352,0.099111,twelve,cluster0
13217,1.483388,1.485263,2.842736,-0.792691,1.911147,2.361567,1.182744,0.304384,0.811599,0.418414,-0.47155,0.495495,-0.943382,-1.477915,0.789779,-0.337374,1.85141,-0.15483,-0.072898,twelve,cluster4
22094,1.033851,1.340296,-2.007302,-0.952677,-0.086922,-0.487214,-0.144581,-0.611647,1.111307,-1.833673,1.358687,0.297423,0.791695,-0.074415,-2.147523,0.67287,1.731461,-0.096002,-0.902764,fourteen,cluster0
9159,0.154779,-1.339853,1.731912,-1.170069,1.642157,-1.277059,0.584058,1.492125,-0.355558,0.320244,0.453462,1.404709,-1.599097,0.840139,-0.54178,0.053197,-0.685579,0.23114,-0.790021,ten,cluster2
28048,1.907536,1.211417,-1.13255,0.080417,-0.982476,-1.301557,-1.550746,-0.028762,0.905449,0.750641,-1.391277,1.583435,0.858088,-1.58049,-0.013703,0.934871,-0.880583,0.610333,0.817492,sixteen,cluster4
19600,-0.422165,0.936683,-1.727845,0.121552,0.106615,0.310513,0.207628,0.147596,-0.605438,-1.320846,-1.365849,-0.669123,0.073783,0.500793,0.360089,-3.370531,-0.912624,-1.073789,1.124168,thirteen,cluster1
24809,-1.211448,0.427193,-1.641334,0.240516,0.759234,-0.526248,-0.692232,-0.059727,1.282998,0.855534,-0.125561,-2.039831,-0.569428,-0.109206,-1.78313,-0.053995,2.209911,-0.556728,-0.242486,fourteen,cluster0
5629,0.776234,-1.947449,1.2924,-0.403283,-0.285624,-2.005988,-0.647339,0.348556,-0.275522,-1.536693,-1.516986,-0.78031,0.38395,-2.072499,0.516589,-1.192529,-0.926788,1.437909,-0.735192,eight,cluster1
26608,1.474263,1.567702,0.054545,-1.87672,1.709404,0.048059,-0.086217,-0.397719,0.954184,-1.399097,1.05005,0.937678,1.318784,0.791972,-0.56833,1.189929,-0.400311,-0.977399,-0.259456,fifteen,cluster3
26536,1.919983,1.321079,-0.47752,-0.069881,-1.077534,-1.451643,-1.59987,0.055382,0.966236,0.838931,-1.365292,1.559913,0.987479,-1.687902,0.130517,0.841077,-0.709227,0.798214,-0.169748,fifteen,cluster4
8505,1.479168,1.710072,0.677524,1.838805,-0.098095,0.38044,2.373894,0.760394,0.731785,-0.061959,0.690794,0.092868,1.193167,-1.158049,-0.03448,0.882899,-0.151245,1.092269,-1.073238,ten,cluster3
1481,0.616003,-1.937618,0.516445,-0.134749,-0.090743,0.01782,0.802206,0.392634,0.93305,0.609086,0.470303,0.117156,0.151899,-3.514637,0.270124,-0.219526,-1.142252,-0.461367,-0.123989,draw,cluster3
10067,-2.36504,0.06832,1.635351,-1.052407,-1.873601,-1.042486,1.122115,-2.144387,-0.345892,0.980073,0.398686,-0.6296,-0.030162,0.507066,0.789382,0.118237,-0.30074,-1.049821,-0.551899,ten,cluster2
8787,1.056907,-1.901203,-0.767453,0.058505,0.641064,-0.095094,-0.784198,1.527876,0.937819,1.253344,0.314805,-1.852405,0.594134,1.191063,1.773461,0.377376,1.294884,0.370267,-0.6335,ten,cluster0
15218,-0.821915,0.913896,0.562346,-1.121258,1.692494,-0.803831,0.247482,1.443124,-0.609687,0.097264,0.156239,1.242015,-1.878257,0.63548,-0.102514,0.395393,-0.055816,-0.002656,0.60427,twelve,cluster2
9529,-1.385524,-0.470976,-1.619064,-0.042477,-0.002619,-0.209489,0.211308,1.423432,-0.637131,-1.874938,-1.731757,-0.820635,0.78406,0.575508,2.283416,-0.288584,0.697518,0.081311,1.213644,ten,cluster0
5276,1.236301,-1.2187,1.09546,-1.150929,1.686149,-0.999458,1.239826,-2.026406,-0.462446,0.896344,-0.039359,0.769627,-0.143276,0.740599,0.699155,0.054753,0.605375,-0.152533,-0.359212,eight,cluster2
13890,0.914383,-1.64078,-1.465824,0.012156,0.037229,-0.80657,0.807075,-0.041834,0.063176,-1.881166,-1.758351,-0.800499,-0.395794,-0.233781,-1.826784,-1.083094,1.832243,-1.777135,-0.491099,twelve,cluster0
18876,1.142313,-1.803198,-0.15534,-0.094786,-0.057359,0.130296,0.788482,0.433656,0.649157,0.408925,0.355344,0.103277,-0.070499,-3.386746,0.265002,-0.172087,-0.822634,1.511407,1.14866,thirteen,cluster3
7155,0.742996,-1.377338,1.240929,2.312708,0.739854,-0.571399,-0.402814,0.26752,1.190995,0.800518,0.742653,-1.743943,0.30843,0.868974,-0.461772,0.090129,-0.10501,0.116069,-0.778707,nine,cluster3
15120,-1.008869,-0.157066,-1.864549,-0.096152,-0.024344,-0.440298,0.60573,-0.981145,-0.719679,0.617188,0.345649,0.111414,0.343915,0.704384,3.155289,0.592164,1.55237,-1.809122,0.700075,twelve,cluster0
26407,1.455648,1.429851,-0.645984,-0.599489,-0.991582,-0.316611,0.04249,0.273571,0.997781,1.253565,0.070028,-2.690319,0.32518,1.314939,-0.863528,1.289206,-0.583553,-0.313701,1.151768,fifteen,cluster3
9815,-1.60801,0.690833,-1.096845,0.184144,0.154736,1.775809,1.655364,0.323782,0.677055,0.922482,0.708588,0.242184,0.237279,-1.104385,0.18432,-2.676591,-1.446943,-1.398634,0.294897,ten,cluster1
14915,0.14714,-1.434219,0.967705,2.075817,-0.00432,-1.272246,0.571883,1.391656,-0.399976,-0.362608,1.393759,0.949659,-1.524531,0.805537,-0.590945,0.117175,-0.81953,-0.309758,-0.117522,twelve,cluster2
9274,0.655347,-1.87281,0.919889,-1.092425,-0.238588,-0.940904,-1.821334,-0.493306,0.931223,-1.385075,1.74031,0.434557,0.663028,-1.821445,0.113547,-0.226151,-0.846519,1.250607,-0.505468,ten,cluster3
23105,1.371409,-1.370746,0.843621,-1.020148,1.764951,-0.475276,0.835561,0.298981,-0.301622,-1.5569,-2.124221,-0.174508,0.151696,0.639605,-0.171617,-0.682308,-0.094542,-0.048223,0.333048,fourteen,cluster3
9255,0.227085,-1.575756,1.519909,2.285701,0.714463,-0.814744,-0.376596,0.318662,1.092456,0.732207,0.741448,-1.724018,0.410472,0.876897,-0.510946,-0.022293,-0.317063,1.839564,-0.628319,ten,cluster3
7928,-2.356736,0.106899,1.863446,-1.121893,-1.917593,-1.143831,1.101239,-2.083392,-0.401609,0.962922,0.385383,-0.639582,0.005392,0.48553,0.846756,0.058636,-0.194332,-0.137967,-0.711005,nine,cluster2
19687,-0.794672,0.682759,0.717129,-0.917872,-1.742787,1.650546,1.989481,0.430941,0.830326,0.645908,0.174641,-0.783463,-0.157672,-1.096043,0.081713,0.353864,0.018183,-1.395558,0.258876,thirteen,cluster3
21313,1.43307,1.424772,-0.636043,-1.00807,1.779835,-1.215376,1.592543,-2.066003,-0.496971,0.74924,-0.163372,0.715057,0.489741,0.849604,0.412393,1.162369,-0.148018,-1.694785,0.708053,fourteen,cluster4
16989,1.437883,1.405538,-0.95381,2.11823,0.057679,-1.361938,1.543117,-2.07743,-0.576844,0.078668,0.772285,0.242186,0.64299,0.757661,0.468675,1.13548,-0.118444,-1.261201,0.892365,thirteen,cluster2
18494,0.702329,-1.516716,0.918015,-0.996359,-1.824846,-0.881047,1.372054,-2.066207,-0.576441,0.869484,0.435453,-0.537726,-0.411246,0.973062,0.452172,0.053259,0.206773,0.956373,0.55329,thirteen,cluster2
26822,0.942368,1.270698,-0.118024,-1.731843,-1.807744,0.140811,0.043761,-0.421047,0.8022,-1.449248,1.51388,-0.370746,1.047026,1.031569,-0.810664,1.174267,-0.774268,0.556121,0.738032,fifteen,cluster3
7157,0.742338,-1.35608,1.568448,-0.832979,2.449703,-0.476155,-0.35789,0.311893,1.194888,1.42451,-0.214968,-1.273212,0.147604,0.975184,-0.508754,0.088681,-0.085295,0.531713,-0.793047,nine,cluster3
23608,1.258397,-1.42539,-0.738842,-0.602154,0.151568,1.871924,-1.121479,-1.357937,0.436156,-1.950841,0.983431,0.086332,-1.144265,0.459071,0.072263,0.93389,-0.866812,1.232593,-1.773004,fourteen,cluster4
10794,1.399905,1.189696,0.208892,-0.138924,-1.129378,-1.641094,-1.592898,0.06378,1.136161,0.969221,-1.28328,1.570581,1.198511,-1.794391,0.149589,0.751134,-0.954911,0.099281,-1.187437,eleven,cluster3
9958,-2.008368,-0.418743,-0.671017,0.0849,0.644294,-0.286055,-1.000767,1.480865,0.841652,1.112612,0.175176,-1.928251,0.81931,0.882417,1.999003,0.436973,0.788528,1.148488,-0.156544,ten,cluster0
20019,-1.325932,0.150124,-1.388754,0.260104,0.212782,0.585185,0.295868,-3.079853,-1.030354,0.131215,-0.370735,-0.240971,-1.810834,0.171464,1.380425,1.032915,-0.827059,0.057174,-0.723021,thirteen,cluster1
2096,-1.354857,0.43593,-1.261504,0.198043,0.158041,0.537689,-0.434843,0.501127,-1.106285,-0.541165,0.014673,0.343556,-3.508622,0.326496,0.284339,1.114523,-1.44746,1.239993,-0.604743,draw,cluster1
6108,-1.693259,0.193874,1.570475,-1.052978,-1.869699,-0.528967,0.645378,0.284793,-0.273942,-1.485742,-1.733541,-1.615763,0.226299,0.369344,0.091832,-0.65394,-0.526499,0.00393,-0.158268,eight,cluster3
7872,-2.016113,-0.453599,-0.863599,-0.910555,-0.076952,0.540427,-0.990715,0.662536,0.742074,-1.55746,1.613892,0.388148,1.356642,0.655599,2.000244,0.511154,0.670985,-0.255055,-0.147495,nine,cluster0
27240,1.244624,-1.53781,-1.423951,0.671148,-0.548513,1.6972,-1.063166,-1.028434,0.546675,0.310539,-1.951378,1.371696,-1.512776,0.678745,-0.105367,1.029193,-1.046509,1.084915,-0.750077,fifteen,cluster4
21773,1.691399,2.042715,-1.79406,-0.027437,0.037536,1.295441,2.124771,0.603221,0.536092,0.876938,0.679654,0.215695,0.830466,-0.808684,-0.050416,-1.89824,-1.211231,-0.00906,-0.080302,fourteen,cluster4
26716,0.874311,1.518174,-0.05071,-1.027084,-1.856347,-1.191914,0.953939,1.493425,-0.47415,0.23145,0.766763,-0.027008,-1.331472,1.101152,-0.805057,1.20536,-1.094244,-0.913632,0.411647,fifteen,cluster4
7041,0.469348,-1.884976,-0.60399,-0.278584,-0.166482,-0.895998,0.157749,2.708108,-0.612627,0.149079,0.983234,0.825516,-1.152566,1.056018,1.740435,0.341892,0.6946,0.069695,-0.630475,nine,cluster2
26015,1.453405,1.336093,-1.608149,0.010192,0.063117,-0.085922,0.784121,-2.787117,-1.097635,0.139951,-0.348283,-0.251093,-1.057321,0.410748,1.125988,1.724252,-0.84486,1.534415,-1.616857,fifteen,cluster4
22693,1.214091,-1.354853,0.420692,-0.919252,-1.767769,-0.587674,1.362211,-2.145397,-0.498165,0.908365,0.427997,-0.549811,-0.556418,1.000943,0.453272,0.196945,0.361708,-0.82975,0.731981,fourteen,cluster2
7880,-1.807919,0.306079,1.421183,-1.801914,-1.860502,0.46043,-0.547242,-0.512549,0.915077,-1.327984,1.521434,-0.409807,0.544718,0.591727,-0.258486,0.267006,-0.364467,0.30387,-0.172638,nine,cluster3
16912,1.510378,1.449958,2.43671,2.579846,0.89437,0.733837,-1.437647,0.042363,0.996629,0.475204,0.335305,-1.94643,-0.922997,0.414761,0.516122,-0.266265,1.975037,0.658706,0.198207,thirteen,cluster4
23271,1.223598,-1.438007,-0.248922,-0.393285,-0.864387,0.327772,-0.200725,0.062516,1.10068,1.34054,0.196982,-2.583355,-0.547678,1.38509,-0.888457,0.440019,-0.296094,-1.27028,1.634049,fourteen,cluster3
23747,0.925618,-1.153792,-0.736234,0.059679,0.065236,1.227965,-0.557192,0.211346,-2.383667,1.077868,0.710267,0.255872,1.022283,0.469445,-1.038503,-2.667751,-0.762156,0.97261,0.199244,fourteen,cluster4
27939,1.932425,1.046277,1.196287,-0.677064,0.017918,0.680787,-2.840012,-0.804329,0.660639,-1.800238,1.275235,0.232454,-0.811197,-2.154767,1.010345,-0.418832,1.348159,1.155709,1.563257,sixteen,cluster4
16910,1.495195,1.360541,2.104323,-0.40585,2.70543,1.004826,-1.341347,-0.01388,0.977724,1.034196,-0.637319,-1.451108,-1.209425,0.62125,0.32027,-0.15975,1.798751,0.461855,1.086121,thirteen,cluster4
16939,1.740515,1.930795,0.848809,0.561577,-0.663274,1.82339,-1.756154,-0.329835,0.860007,1.170979,-1.13558,1.712224,-0.7832,0.491951,0.722335,-3.170544,1.148693,-0.218986,-0.154559,thirteen,cluster4
4368,-2.251597,0.129897,-0.477102,0.133141,0.674925,-0.906439,-0.666414,-0.038033,1.526605,1.040103,0.007837,-2.012797,-0.198069,-0.272112,-1.783759,-0.230952,1.710713,-1.167993,-1.778813,six,cluster0
1524,0.640257,-1.952678,0.433062,0.101795,0.608482,-1.489008,-1.771009,0.158513,1.159962,1.313158,0.33052,-1.852969,0.015246,-1.522884,-0.055165,-0.135697,-1.023555,0.343199,0.04779,draw,cluster3
12834,-1.831783,-0.093196,-1.535282,-0.336588,0.306155,1.983712,-1.263546,-1.583032,0.410898,-2.116133,0.853084,0.04613,-1.076458,0.265106,0.086911,1.175218,-1.700221,0.06185,-0.319674,eleven,cluster1
11034,0.817076,-1.418633,-0.975537,0.206847,-0.86223,-0.369045,-0.432233,-0.291967,1.37032,0.644682,-1.419162,1.640568,-0.198468,0.014853,-2.052341,-0.296939,2.231223,0.02473,-1.202061,eleven,cluster0
12430,-1.4394,-0.328697,-0.407413,-0.004187,-0.02101,-0.108803,-1.87977,-0.001973,-2.199145,0.52978,0.137408,-0.060315,0.940371,-2.453054,-0.484365,0.297062,-0.931439,-0.618209,1.525302,eleven,cluster1
11619,0.190285,-1.797432,0.216106,1.579517,0.176259,0.364516,-0.275666,-0.7058,1.043525,-1.991856,2.180785,0.635865,0.747307,0.800563,-0.768673,0.264884,-0.818777,-1.575569,0.686184,eleven,cluster3
5020,-1.792592,0.311591,1.09795,2.356317,-0.834974,-0.298299,-0.66299,-0.059009,0.943452,0.227513,-0.956057,1.721053,0.738811,0.466249,-0.129301,0.179059,-0.246277,1.691606,0.028395,seven,cluster3
1119,1.25949,-1.313316,0.163094,1.397622,0.077525,0.39193,-0.392361,-0.521362,0.749271,-2.122435,2.046766,0.565347,0.576446,0.812984,-0.509076,0.228846,0.064591,1.047287,0.917057,draw,cluster3
2729,-2.338234,0.0512,1.219004,-0.619242,0.974388,-0.089757,-0.536592,-0.184322,1.188178,0.957235,-1.822383,2.238094,0.63165,0.580652,-0.368105,0.2694,-0.7993,-0.540647,-0.027261,draw,cluster3
12522,-1.888412,0.374834,0.416283,-0.885433,-1.775287,-0.724786,0.435807,1.327578,-0.614545,0.112403,0.687079,-0.031149,-2.064585,0.868866,-0.474646,0.397751,-0.871457,0.219436,1.486322,eleven,cluster2
