@relation spambase_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A58-N200-T1.0E-4-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P30.0

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_10 numeric
@attribute Source_11 numeric
@attribute Source_12 numeric
@attribute Source_13 numeric
@attribute Source_14 numeric
@attribute Source_15 numeric
@attribute Source_16 numeric
@attribute Source_17 numeric
@attribute Source_18 numeric
@attribute Source_19 numeric
@attribute Source_20 numeric
@attribute Source_21 numeric
@attribute Source_22 numeric
@attribute Source_23 numeric
@attribute Source_24 numeric
@attribute Source_25 numeric
@attribute Source_26 numeric
@attribute Source_27 numeric
@attribute Source_28 numeric
@attribute Source_29 numeric
@attribute Source_30 numeric
@attribute Source_31 numeric
@attribute Source_32 numeric
@attribute Source_33 numeric
@attribute Source_34 numeric
@attribute Source_35 numeric
@attribute Source_36 numeric
@attribute Source_37 numeric
@attribute Source_38 numeric
@attribute Source_39 numeric
@attribute Source_40 numeric
@attribute Source_41 numeric
@attribute Source_42 numeric
@attribute Source_43 numeric
@attribute Source_44 numeric
@attribute Source_45 numeric
@attribute Source_46 numeric
@attribute Source_47 numeric
@attribute Source_48 numeric
@attribute Source_49 numeric
@attribute Source_50 numeric
@attribute Source_51 numeric
@attribute Source_52 numeric
@attribute Source_53 numeric
@attribute Source_54 numeric
@attribute Source_55 numeric
@attribute Source_56 numeric
@attribute Class {1,0}

@data
-0.661593,0.250229,1.184576,1.785525,0.006937,2.176622,-1.037915,0.642619,0.245715,-0.044127,0.32398,-0.573468,1.996991,0.276092,0.247741,-1.423449,0.443907,-0.52841,-0.055901,-1.829869,0.224606,0.087988,-1.519481,0.098988,-0.748472,-1.167753,-0.121941,0.722817,1.261845,-0.945273,0.947634,0.681025,-0.722201,1.764519,1.494423,0.010443,-1.50042,-0.636774,-0.003393,-0.134883,-0.113856,-0.290925,-1.858889,-0.589699,-0.6864,0.083638,0.712036,-0.066438,1.431587,1.196159,1.086682,0.316627,1.153153,-0.134027,0.580603,0.06097,0.312399,0
-0.152078,0.057809,0.274253,0.401747,-0.009213,0.479352,-0.234576,0.146913,0.063907,-0.016413,0.076797,-0.123867,0.439929,0.060226,0.055312,-0.316358,0.105529,-0.11636,-0.015109,-0.410794,0.031846,0.019639,-0.338386,0.025837,-0.158136,-0.249651,-0.029965,0.157969,0.277558,-0.217539,0.209683,0.142447,-0.157436,0.395608,0.33523,-0.000601,-0.350109,-0.162716,0.004636,-0.036358,-0.035692,-0.064941,-0.407769,-0.134076,-0.163743,0.025344,0.165015,-0.020604,0.322086,0.276686,0.25229,0.066211,0.256982,-0.03233,0.130237,0.005766,0.074178,0
-2.115754,0.807416,3.798512,5.731264,0.025385,6.992315,-3.342568,2.056012,0.777264,-0.130568,1.035016,-1.861028,6.404401,0.874164,0.804562,-4.549968,1.420519,-1.705598,-0.187985,-5.845601,0.727692,0.266166,-4.862031,0.327909,-2.40494,-3.745752,-0.380985,2.306727,4.030281,-3.018046,3.037671,2.175497,-2.300168,5.658821,4.768713,0.031035,-4.803088,-2.021232,-0.00895,-0.421022,-0.358049,-0.94848,-5.96706,-1.889654,-2.211219,0.269148,2.275863,-0.218795,4.596963,3.831194,3.480826,1.021403,3.702013,-0.424897,1.859801,0.190324,1.018787,0
-0.3406,0.114453,0.603781,0.864123,0.004024,1.067553,-0.515331,0.325523,0.137376,-0.008413,0.168744,-0.288479,0.966685,0.136357,0.130564,-0.683051,0.219056,-0.26248,-0.042418,-0.892001,0.122044,0.043988,-0.740838,0.057617,-0.367705,-0.553729,-0.069073,0.367791,0.622363,-0.474792,0.45373,0.323552,-0.348112,0.887612,0.733353,0.008176,-0.71426,-0.308231,-0.009737,-0.065926,-0.04504,-0.161984,-0.933178,-0.279703,-0.326328,0.044559,0.331333,-0.035619,0.707367,0.55964,0.539692,0.12944,0.554579,-0.08164,0.263668,0.043024,0.178377,1
-2.655344,1.04084,4.825577,7.290027,0.018485,8.852647,-4.239117,2.596718,0.981966,-0.169916,1.28729,-2.365259,8.124666,1.097127,1.031104,-5.789984,1.791472,-2.169221,-0.231461,-7.424239,0.936618,0.335771,-6.157237,0.410348,-3.037754,-4.767097,-0.510945,2.965531,5.10927,-3.817234,3.836201,2.737719,-2.934348,7.184807,6.075131,0.043384,-6.094501,-2.551675,0.005627,-0.559423,-0.445555,-1.195932,-7.568544,-2.40916,-2.772485,0.331957,2.865577,-0.2866,5.804334,4.868008,4.420887,1.268822,4.683583,-0.548041,2.362931,0.240578,1.288833,1
-0.237351,0.090653,0.413149,0.627358,-0.001497,0.762618,-0.364488,0.22526,0.082635,-0.016879,0.108235,-0.195009,0.705906,0.097073,0.087232,-0.499665,0.157972,-0.186803,-0.024591,-0.649012,0.086273,0.029942,-0.537103,0.026666,-0.268459,-0.407587,-0.052916,0.258928,0.447242,-0.334002,0.336229,0.239352,-0.256798,0.61966,0.532435,0.010209,-0.529244,-0.223609,0.015859,-0.048275,-0.046161,-0.10451,-0.652141,-0.209298,-0.236094,0.030726,0.251011,-0.024932,0.49,0.422256,0.38152,0.117363,0.392552,-0.050466,0.206954,0.027626,0.100486,0
-1.441225,0.564599,2.614479,3.944284,0.000225,4.790827,-2.288661,1.408459,0.528877,-0.088164,0.703474,-1.268399,4.397517,0.591538,0.549714,-3.136838,0.973098,-1.175373,-0.12484,-4.013183,0.501732,0.180343,-3.334509,0.223457,-1.648774,-2.575289,-0.275929,1.599758,2.774952,-2.0807,2.079374,1.486439,-1.592993,3.886339,3.275322,0.013574,-3.30183,-1.388805,-0.00429,-0.301302,-0.242786,-0.648832,-4.092875,-1.308652,-1.515995,0.182622,1.553234,-0.159809,3.144613,2.630844,2.391339,0.692355,2.53637,-0.302141,1.272972,0.134585,0.697298,0
-0.271711,0.116311,0.478716,0.715179,-0.001667,0.866166,-0.388026,0.252656,0.109953,-0.034453,0.137201,-0.241839,0.761521,0.112865,0.115452,-0.53848,0.137487,-0.208838,-0.034113,-0.727806,0.083551,0.052741,-0.612139,0.097391,-0.269521,-0.451998,-0.057678,0.304391,0.503096,-0.377445,0.364741,0.264861,-0.290424,0.652438,0.589452,-0.001279,-0.565316,-0.181901,0.008891,-0.067946,-0.02286,-0.105446,-0.724072,-0.220092,-0.27948,0.070619,0.255839,-0.024705,0.551123,0.476452,0.414389,0.110916,0.467191,-0.058242,0.233661,-0.016628,0.085815,0
-1.040395,0.403231,1.879702,2.835253,0.008357,3.443382,-1.65312,1.012594,0.399152,-0.075667,0.509357,-0.908375,3.146072,0.445748,0.399743,-2.24986,0.701178,-0.845273,-0.089501,-2.868342,0.36773,0.13044,-2.391228,0.16757,-1.178717,-1.850256,-0.201145,1.17459,1.976465,-1.504604,1.495319,1.075817,-1.162106,2.792127,2.350948,-0.000382,-2.361249,-0.970583,-0.019664,-0.229645,-0.163933,-0.469503,-2.957502,-0.942381,-1.096089,0.134126,1.135419,-0.10848,2.242567,1.890817,1.719291,0.487627,1.824891,-0.207308,0.92702,0.097299,0.503283,1
-1.194924,0.452404,2.105596,3.148681,0.01704,3.875558,-1.84998,1.169223,0.439394,-0.035219,0.573205,-1.019674,3.493351,0.460504,0.477287,-2.490923,0.789533,-0.921793,-0.124333,-3.18205,0.425399,0.16336,-2.673998,0.215518,-1.312954,-2.028678,-0.195625,1.264137,2.202915,-1.695517,1.714225,1.17686,-1.265708,3.10458,2.630355,0.041103,-2.642913,-1.078007,-0.014707,-0.237979,-0.200489,-0.504829,-3.341136,-1.068309,-1.212848,0.125973,1.262342,-0.113127,2.533588,2.111192,1.918061,0.539392,2.02931,-0.221976,0.976305,0.119651,0.619543,1
-0.141021,0.07723,0.35686,0.48982,-0.004015,0.600373,-0.270887,0.163279,0.054655,0.036831,0.097818,-0.163902,0.541973,0.051437,0.081185,-0.352821,0.106975,-0.146892,-0.053416,-0.494783,0.076632,0.034773,-0.427645,0.041227,-0.214355,-0.317571,-0.046058,0.207024,0.335458,-0.264894,0.310627,0.169274,-0.200224,0.494064,0.41966,0.014043,-0.393885,-0.180492,-0.022583,-0.039474,-0.029298,-0.082263,-0.474745,-0.187307,-0.159942,-0.001596,0.192486,-0.015094,0.388878,0.31156,0.270292,0.089574,0.364596,-0.046208,0.165833,0.029176,0.098344,1
-3.862655,1.526158,7.010427,10.590295,0.029458,12.86651,-6.153141,3.783479,1.421263,-0.242237,1.879477,-3.422496,11.78455,1.591317,1.49226,-8.3918,2.612007,-3.141518,-0.368019,-10.774985,1.348895,0.491828,-8.960281,0.622722,-4.401368,-6.911767,-0.736461,4.278542,7.436069,-5.568512,5.564328,3.968849,-4.259843,10.421635,8.803556,0.062097,-8.849182,-3.701352,-0.023345,-0.82049,-0.653758,-1.734011,-10.991254,-3.501897,-4.061138,0.478471,4.186224,-0.405838,8.420379,7.069037,6.417277,1.880871,6.806435,-0.802853,3.416462,0.349892,1.883294,1
-0.699013,0.268403,1.258322,1.890625,-0.008373,2.284706,-1.089171,0.682804,0.269348,-0.036392,0.3231,-0.621122,2.118723,0.294697,0.255889,-1.516757,0.477573,-0.571756,-0.059406,-1.915221,0.215955,0.088599,-1.596031,0.109444,-0.79552,-1.231135,-0.141367,0.770662,1.342194,-1.005317,1.013444,0.710749,-0.762109,1.869547,1.550581,0.005749,-1.598658,-0.670799,0.021204,-0.140156,-0.130087,-0.32583,-1.962846,-0.633536,-0.744007,0.088164,0.74646,-0.074981,1.499243,1.280124,1.15897,0.337837,1.215303,-0.141057,0.607853,0.077714,0.333862,0
-0.608602,0.238107,1.086008,1.636245,0.008823,1.983544,-0.954146,0.586363,0.234458,-0.037218,0.291485,-0.523193,1.817999,0.246054,0.2285,-1.296754,0.404397,-0.480082,-0.057408,-1.672496,0.210915,0.07076,-1.389146,0.10044,-0.686768,-1.067481,-0.120925,0.663512,1.151782,-0.850369,0.858003,0.606939,-0.663612,1.618621,1.376678,0.005928,-1.367614,-0.578576,0.011156,-0.134252,-0.108016,-0.273978,-1.711027,-0.539258,-0.611225,0.077497,0.65795,-0.068386,1.297542,1.092339,0.995616,0.286768,1.039677,-0.131595,0.526357,0.053984,0.285834,1
-0.067397,0.023436,0.123742,0.179811,-0.002292,0.223485,-0.109823,0.060521,0.023158,-0.006284,0.038796,-0.053688,0.208065,0.032918,0.02541,-0.150475,0.041659,-0.04874,-0.006356,-0.193954,0.028212,0.006763,-0.160742,0.008487,-0.078974,-0.123251,-0.014588,0.076958,0.135953,-0.094621,0.098686,0.07332,-0.076927,0.177772,0.156637,-0.002917,-0.150677,-0.069541,0.003643,-0.017167,-0.010744,-0.02638,-0.194838,-0.05738,-0.066786,0.010115,0.075662,-0.013035,0.15367,0.118826,0.112928,0.030663,0.122194,-0.009424,0.051474,0.003067,0.028697,0
-0.122992,0.042689,0.200286,0.296353,0.014979,0.377621,-0.16732,0.099858,0.040527,-0.026242,0.044509,-0.078958,0.368924,0.025066,0.059828,-0.232876,0.086994,-0.087148,-0.006231,-0.339915,0.041969,0.017321,-0.264629,0.003912,-0.151515,-0.192346,-0.018372,0.138708,0.212905,-0.174439,0.148021,0.122687,-0.137834,0.304299,0.276737,0.001726,-0.251591,-0.103559,-0.000161,-0.020046,-0.032181,-0.059415,-0.330222,-0.092164,-0.09946,0.001617,0.128462,-0.013074,0.233839,0.218601,0.186276,0.063135,0.209328,-0.028994,0.099716,0.008135,0.042882,0
-1.785485,0.687792,3.211837,4.846639,0.026372,5.908096,-2.81979,1.738763,0.658475,-0.113003,0.874714,-1.568552,5.412427,0.734512,0.675178,-3.848522,1.206119,-1.434102,-0.160508,-4.94023,0.608966,0.225534,-4.113544,0.285961,-2.031669,-3.180255,-0.318012,1.966572,3.409806,-2.553946,2.567067,1.840663,-1.945079,4.790276,4.045368,0.025027,-4.062632,-1.713315,-0.0126,-0.353965,-0.297581,-0.806362,-5.05133,-1.606438,-1.857735,0.227186,1.926195,-0.185777,3.888908,3.235677,2.948154,0.863556,3.127466,-0.363265,1.581294,0.167254,0.85378,1
-2.832253,1.110583,5.080572,7.694869,0.005387,9.334458,-4.474888,2.718646,1.020861,-0.177431,1.389782,-2.457915,8.556945,1.111041,1.056548,-6.126075,1.901671,-2.296754,-0.226299,-7.790552,0.989207,0.353724,-6.47265,0.504762,-3.213108,-4.994071,-0.577835,3.091066,5.375142,-4.017254,4.022428,2.865572,-3.060986,7.58818,6.379361,0.014518,-6.42168,-2.707082,-0.025645,-0.555809,-0.468265,-1.264199,-7.954033,-2.535455,-2.968445,0.332588,3.026857,-0.29089,6.114622,5.121393,4.636527,1.366054,4.93791,-0.587392,2.491089,0.25812,1.392897,0
-1.16211,0.456961,2.120694,3.188716,0.002304,3.875083,-1.851984,1.145034,0.436046,-0.079461,0.569562,-1.031783,3.566371,0.48517,0.4451,-2.538078,0.787981,-0.957516,-0.097467,-3.251792,0.408424,0.152982,-2.714527,0.179907,-1.332837,-2.092964,-0.222626,1.294127,2.25238,-1.684674,1.675797,1.210862,-1.282257,3.155236,2.650977,0.012297,-2.676678,-1.12509,-0.003097,-0.243188,-0.201018,-0.523339,-3.321436,-1.059092,-1.226692,0.148861,1.261654,-0.129886,2.536257,2.116431,1.940989,0.556267,2.057205,-0.237874,1.033957,0.105101,0.56793,1
-0.657687,0.256862,1.159096,1.763617,0.013012,2.134714,-1.035392,0.637372,0.240016,-0.042329,0.311306,-0.553131,1.955795,0.239124,0.260312,-1.365705,0.433813,-0.543747,-0.069746,-1.801989,0.251084,0.07266,-1.478671,0.098574,-0.744425,-1.150718,-0.140566,0.71274,1.235652,-0.915074,0.905802,0.668269,-0.703459,1.753522,1.503648,0.022573,-1.500464,-0.623798,0.032175,-0.129947,-0.119145,-0.289639,-1.838087,-0.578172,-0.66479,0.083543,0.72256,-0.076298,1.378896,1.181354,1.065136,0.327086,1.107243,-0.136669,0.598783,0.045232,0.295363,1
-0.265509,0.102269,0.480631,0.71927,0.004732,0.874772,-0.413668,0.253567,0.092301,-0.027903,0.127036,-0.232562,0.804708,0.10918,0.105644,-0.566085,0.18193,-0.210537,-0.019643,-0.73744,0.085222,0.03616,-0.610907,0.032096,-0.302285,-0.463228,-0.050562,0.292739,0.499814,-0.38503,0.374266,0.269797,-0.291507,0.702852,0.598562,0.00703,-0.598176,-0.268572,-0.002568,-0.056479,-0.04866,-0.11452,-0.742123,-0.235406,-0.271878,0.032816,0.293564,-0.031818,0.584525,0.482071,0.435571,0.126463,0.463523,-0.059376,0.232337,0.01162,0.134867,0
-0.031874,0.023065,0.060739,0.094529,0.004474,0.104701,-0.052104,0.032717,-0.006977,-0.00475,0.03147,-0.031749,0.096597,0.01167,0.036973,-0.053335,0.025108,-0.044503,-0.003911,-0.103283,0.007224,-0.00478,-0.060299,0.01538,-0.047249,-0.06183,-0.013214,0.035192,0.067,-0.033003,0.05136,0.041654,-0.051174,0.130692,0.072304,-0.003761,-0.072784,-0.043564,0.015891,-0.018794,-0.01218,0.011782,-0.089165,-0.001268,-0.059283,0.01627,0.046721,0.009274,0.082109,0.059812,0.038803,0.009098,0.0713,-0.00802,0.024795,0.004545,0.019535,0
-0.407857,0.153012,0.733179,1.10078,0.000688,1.343698,-0.638754,0.390208,0.148689,-0.032749,0.198536,-0.347079,1.242635,0.166087,0.159203,-0.879373,0.273559,-0.32768,-0.038606,-1.134172,0.141761,0.051957,-0.941183,0.054517,-0.467235,-0.720249,-0.077929,0.454147,0.780965,-0.588279,0.581665,0.419798,-0.450301,1.090567,0.925648,0.004465,-0.924409,-0.391258,0.000162,-0.085123,-0.077203,-0.182306,-1.151897,-0.3633,-0.423469,0.048228,0.435618,-0.044228,0.878422,0.742313,0.674983,0.199543,0.717892,-0.086278,0.356716,0.035362,0.192494,0
-0.15355,0.056892,0.283277,0.410067,0.016097,0.492877,-0.259383,0.143679,0.061178,-0.001356,0.064194,-0.153214,0.466874,0.062596,0.081725,-0.342276,0.09087,-0.106658,-0.002787,-0.425731,0.05456,0.022134,-0.345946,0.014725,-0.176898,-0.272069,-0.038651,0.16064,0.290403,-0.197294,0.202844,0.154195,-0.145849,0.4076,0.351773,-0.021464,-0.350015,-0.149335,-0.001195,-0.047193,-0.033076,-0.061058,-0.432084,-0.139838,-0.136065,0.031312,0.146362,-0.010638,0.334511,0.29472,0.227045,0.071816,0.270594,-0.016425,0.127629,0.022715,0.071871,0
-0.357795,0.154936,0.649279,1.035341,0.013735,1.221959,-0.557507,0.356205,0.144617,-0.003388,0.157707,-0.33239,1.116962,0.125442,0.148685,-0.767134,0.227206,-0.304726,-0.00884,-1.008727,0.147028,0.019573,-0.82267,0.034433,-0.427595,-0.658011,-0.085995,0.388126,0.681345,-0.532285,0.527197,0.375349,-0.423203,0.947427,0.801324,0.004394,-0.825992,-0.371694,-0.021225,-0.083829,-0.060543,-0.183243,-1.017585,-0.336252,-0.395662,0.051098,0.395196,-0.057207,0.824427,0.665592,0.603677,0.17896,0.603586,-0.093958,0.309172,0.029771,0.180932,0
-1.646583,0.662508,3.031036,4.563371,0.028366,5.545302,-2.659584,1.621856,0.63433,-0.122927,0.810403,-1.482066,5.084904,0.689617,0.650416,-3.601409,1.107108,-1.35786,-0.149425,-4.637751,0.58226,0.210747,-3.865394,0.279409,-1.879919,-2.98935,-0.335896,1.844013,3.198646,-2.396889,2.381885,1.709083,-1.829225,4.478657,3.780655,0.010171,-3.806672,-1.574132,0.008837,-0.347046,-0.275321,-0.749151,-4.732756,-1.514173,-1.755873,0.224525,1.81372,-0.193974,3.635342,3.006701,2.7646,0.811083,2.935565,-0.342964,1.455552,0.14754,0.811104,1
-1.05713,0.411873,1.901035,2.90492,0.017741,3.502365,-1.661125,1.024834,0.383761,-0.068124,0.502742,-0.935952,3.224205,0.4396,0.416903,-2.29088,0.705333,-0.85417,-0.089764,-2.9362,0.371907,0.14903,-2.448023,0.161515,-1.22273,-1.885282,-0.202177,1.182613,2.02621,-1.518035,1.533096,1.096353,-1.158549,2.839824,2.394742,0.020866,-2.4058,-1.021682,-0.014921,-0.236118,-0.179584,-0.470792,-3.000606,-0.949091,-1.098104,0.122235,1.153705,-0.115229,2.311613,1.914286,1.757552,0.513264,1.846115,-0.226077,0.946475,0.079807,0.534659,1
-5.863984,2.322112,10.655682,16.080394,0.035204,19.566667,-9.346962,5.735256,2.143078,-0.392146,2.866775,-5.199289,17.923613,2.444525,2.264758,-12.743386,3.967846,-4.777131,-0.551583,-16.425318,2.056382,0.752902,-13.5923,0.942829,-6.681823,-10.49016,-1.117009,6.514013,11.345195,-8.451241,8.446377,6.081669,-6.475131,15.85319,13.37629,0.106952,-13.474026,-5.612668,-0.055338,-1.227137,-0.997875,-2.646072,-16.706699,-5.315245,-6.144219,0.742515,6.363373,-0.636969,12.80361,10.711571,9.756774,2.860304,10.329315,-1.235555,5.213518,0.549626,2.884344,1
-3.206414,1.259381,5.811143,8.770883,0.011565,10.652607,-5.090197,3.12538,1.183297,-0.2043,1.57658,-2.834466,9.777582,1.327459,1.238865,-6.971052,2.172597,-2.620273,-0.281469,-8.929597,1.118528,0.409183,-7.436595,0.509943,-3.667664,-5.729287,-0.6124,3.548128,6.175057,-4.621885,4.633776,3.3107,-3.522603,8.654266,7.306007,0.048451,-7.341328,-3.07511,-0.016779,-0.686547,-0.550379,-1.431419,-9.116379,-2.914343,-3.371375,0.396789,3.46026,-0.351345,6.986806,5.844038,5.340554,1.551476,5.650652,-0.663445,2.839152,0.287352,1.569927,1
-0.517856,0.218068,0.965455,1.450361,-0.010382,1.765002,-0.84101,0.522606,0.189151,-0.02968,0.252527,-0.465766,1.601865,0.209857,0.200564,-1.146052,0.362427,-0.434886,-0.039634,-1.470594,0.199411,0.050391,-1.221854,0.075279,-0.598269,-0.95291,-0.093383,0.580759,1.001355,-0.770679,0.769208,0.551659,-0.590303,1.428508,1.198074,-0.004395,-1.216031,-0.512694,-0.01004,-0.097172,-0.091192,-0.248458,-1.50767,-0.477616,-0.559286,0.081747,0.564788,-0.063726,1.156347,0.964913,0.882598,0.258754,0.917409,-0.112138,0.466666,0.057846,0.256423,0
-0.112417,0.059238,0.179903,0.286896,0.019309,0.357935,-0.1665,0.106724,-0.002817,-0.021082,0.079018,-0.073106,0.347372,0.040459,0.027953,-0.24031,0.07468,-0.078565,0.037159,-0.289737,-0.026336,0.027577,-0.242168,0.03024,-0.147611,-0.144545,-0.08485,0.066356,0.172401,-0.160018,0.13211,0.04527,-0.138738,0.323442,0.236382,-0.024565,-0.267295,-0.094892,-0.033263,0.024867,0.023108,-0.017033,-0.283307,-0.11116,-0.082005,0.009369,0.106204,0.019153,0.20353,0.17071,0.118972,0.04104,0.13763,0.006726,0.087567,0.018799,0.070179,0
-0.998624,0.397894,1.811381,2.735707,-0.00003,3.327825,-1.591666,0.97903,0.36628,-0.066834,0.49532,-0.882362,3.052719,0.4167,0.392726,-2.169515,0.671829,-0.809493,-0.09154,-2.783119,0.354326,0.117961,-2.315134,0.142644,-1.147048,-1.790287,-0.191857,1.105742,1.925797,-1.446778,1.440914,1.033488,-1.096434,2.689339,2.271961,0.010898,-2.284645,-0.967581,-0.008487,-0.214245,-0.174669,-0.451253,-2.837317,-0.901285,-1.046975,0.131347,1.075206,-0.113134,2.192105,1.824074,1.65816,0.482248,1.754332,-0.212451,0.887948,0.091489,0.490591,1
-0.398384,0.15306,0.739984,1.096047,0.005334,1.336599,-0.636599,0.398835,0.158292,-0.020106,0.196067,-0.357213,1.223106,0.166197,0.161423,-0.876354,0.272814,-0.327296,-0.029351,-1.122798,0.161252,0.06174,-0.945173,0.069377,-0.460021,-0.715811,-0.076086,0.443639,0.771231,-0.581745,0.571825,0.419486,-0.437436,1.090964,0.920619,-0.009658,-0.921727,-0.377315,0.004847,-0.083504,-0.066491,-0.174881,-1.156512,-0.358459,-0.415793,0.047504,0.43237,-0.05214,0.882104,0.708896,0.677517,0.189383,0.707309,-0.077756,0.344155,0.033684,0.207937,0
-6.701966,2.650151,12.163776,18.371794,0.045449,22.322814,-10.678581,6.57247,2.471562,-0.430544,3.281191,-5.93248,20.458809,2.775531,2.585156,-14.580287,4.556377,-5.477977,-0.617526,-18.700532,2.348267,0.843986,-15.558702,1.059754,-7.660747,-11.992281,-1.25743,7.4204,12.918102,-9.657244,9.659758,6.921662,-7.391823,18.122855,15.293347,0.095561,-15.357611,-6.441879,-0.043949,-1.410971,-1.128655,-3.020251,-19.082831,-6.083917,-7.039243,0.846737,7.278637,-0.721908,14.652812,12.245101,11.131189,3.224257,11.832532,-1.401141,5.951283,0.594547,3.273884,1
-2.177629,0.86503,3.968446,5.996807,0.023798,7.274254,-3.479975,2.145417,0.810757,-0.143626,1.068698,-1.923612,6.66389,0.898543,0.859319,-4.750372,1.484749,-1.786818,-0.204817,-6.099899,0.765926,0.276425,-5.065096,0.349451,-2.487854,-3.890537,-0.413204,2.420325,4.197299,-3.153287,3.149819,2.25367,-2.41156,5.897444,5.004309,0.037159,-5.013968,-2.097168,-0.003338,-0.468803,-0.364929,-0.972694,-6.203658,-1.99202,-2.293223,0.273796,2.377605,-0.239003,4.781783,3.995995,3.635803,1.05358,3.853458,-0.453533,1.947544,0.188205,1.062209,1
-0.490907,0.185009,0.8508,1.287254,-0.003048,1.569863,-0.739213,0.465157,0.169289,-0.037224,0.235698,-0.410247,1.431101,0.194174,0.181176,-1.019258,0.313019,-0.38182,-0.053522,-1.330575,0.181326,0.064978,-1.099899,0.076385,-0.548338,-0.839124,-0.095552,0.528161,0.914857,-0.678138,0.678428,0.49716,-0.518488,1.264264,1.094338,0.014583,-1.080383,-0.439907,0.008266,-0.099886,-0.08728,-0.209767,-1.341415,-0.417617,-0.482657,0.063631,0.504089,-0.047833,1.020569,0.86562,0.77482,0.227777,0.824141,-0.105984,0.435085,0.027454,0.206615,1
-1.050988,0.402282,1.914736,2.981866,0.03011,3.597358,-1.709925,1.046165,0.423248,-0.077885,0.573433,-0.966488,3.256818,0.418866,0.389092,-2.362479,0.758572,-0.862138,-0.116385,-3.018566,0.398258,0.159344,-2.461119,0.164895,-1.238941,-1.905211,-0.17572,1.183968,2.072799,-1.605939,1.55661,1.085671,-1.162492,2.92229,2.406449,0.022412,-2.44831,-1.044789,0.005971,-0.217167,-0.200438,-0.453031,-3.073334,-0.97359,-1.092573,0.171528,1.152072,-0.149597,2.326254,1.952646,1.780781,0.530804,1.906553,-0.210308,0.944435,0.093631,0.519705,0
-0.194401,0.086073,0.352922,0.522326,0.005787,0.638593,-0.316567,0.18511,0.06927,-0.003207,0.069858,-0.185943,0.596407,0.073108,0.060815,-0.42098,0.115166,-0.160334,-0.025811,-0.534225,0.062474,0.043775,-0.432168,0.016965,-0.224926,-0.338065,-0.043346,0.19631,0.346302,-0.275848,0.264227,0.205851,-0.206819,0.512661,0.43361,-0.001057,-0.432648,-0.202054,0.006441,-0.040611,-0.037902,-0.080493,-0.558032,-0.161446,-0.216619,0.012119,0.212102,-0.036067,0.43101,0.329097,0.319563,0.108556,0.346382,-0.056476,0.17744,0.001868,0.106636,0
-0.09441,0.015168,0.142772,0.231036,0.012098,0.327621,-0.124282,0.115154,0.013969,0.006967,0.053659,-0.10023,0.240577,0.012645,0.03916,-0.210437,0.058149,-0.056518,-0.001608,-0.258841,0.021472,0.010603,-0.187488,0.018991,-0.105492,-0.158769,-0.034185,0.135285,0.162818,-0.122144,0.084193,0.098728,-0.099887,0.213081,0.211351,-0.017672,-0.172899,-0.082565,0.00332,-0.045117,0.006476,-0.053658,-0.271699,-0.086386,-0.117036,0.010971,0.113194,-0.001884,0.179129,0.146254,0.159608,0.014442,0.151571,-0.002628,0.059194,0.020225,0.049171,1
-0.102931,0.034566,0.183673,0.272321,-0.004478,0.331446,-0.158748,0.09897,0.035225,-0.009324,0.05363,-0.081487,0.310433,0.046732,0.038391,-0.222976,0.067728,-0.078798,-0.01198,-0.286474,0.033823,0.014321,-0.236069,0.009197,-0.113944,-0.177316,-0.0191,0.114872,0.195131,-0.150904,0.147042,0.105587,-0.112484,0.269216,0.233304,0.003795,-0.232206,-0.104831,0.000222,-0.023712,-0.019795,-0.042125,-0.280687,-0.087507,-0.106791,0.014551,0.10836,-0.012819,0.220702,0.185922,0.170972,0.047599,0.177584,-0.021044,0.090894,0.008242,0.045375,0
-4.011432,1.576733,7.279927,10.979974,0.019484,13.34906,-6.388938,3.926532,1.47777,-0.265843,1.974836,-3.542512,12.23524,1.662837,1.544937,-8.713971,2.722759,-3.270213,-0.371187,-11.183519,1.400998,0.500588,-9.303158,0.622799,-4.589731,-7.166533,-0.757908,4.448693,7.714675,-5.781579,5.793292,4.149926,-4.415111,10.831329,9.147863,0.05646,-9.180787,-3.853806,-0.024129,-0.83883,-0.679762,-1.807704,-11.406998,-3.637203,-4.211689,0.511473,4.345001,-0.442064,8.756931,7.31546,6.653679,1.930293,7.070765,-0.841338,3.566089,0.357105,1.961026,1
-0.311405,0.121988,0.563407,0.846427,-0.002689,1.027524,-0.505887,0.291862,0.111473,-0.034422,0.163206,-0.272258,0.938687,0.130079,0.124094,-0.659616,0.199392,-0.255865,-0.025183,-0.856446,0.106563,0.028042,-0.734419,0.04461,-0.345346,-0.557288,-0.064446,0.335416,0.608651,-0.446993,0.447825,0.314761,-0.338554,0.837851,0.701868,0.00263,-0.700774,-0.299647,0.00236,-0.068399,-0.058885,-0.143753,-0.899676,-0.284119,-0.32705,0.045202,0.339924,-0.043726,0.672394,0.557112,0.524509,0.152806,0.542121,-0.047846,0.281877,0.026609,0.150434,1
